Brand,Model,Link,Price,Price Retail,Discount,Saved Amount,CPU,GPU,RAM,Storage,Screen,detail,
HP,Laptop HP OmniBook 5 Flip 14-fp0057TU - BZ7Q6PA (Core 5 120U/ 16GB/ 512GB/ Windows 11 + Office),https://phongvu.vn/laptop-hp-omnibook-5-flip-14-fp0057tu-bz7q6pa--s251109453,25.390.000 ₫,,,,Core 5 120U,Intel Graphics,16GB,512GB,"14"" WUXGA/ IPS","CPU: Intel® Core™ 5 120U (1.4 GHz - 5.0 GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 16GB Onboard 5200MHz LPDDR5 (Không nâng cấp được)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, Màn hình chống lóa,
Khác: Bàn phím thường, FHD webcam, HP Audio Boost, Non-EVO
OS: Windows 11 Home SL + Office Home & Student 2024",
HP,Laptop HP OmniBook 5 Flip 14-fp0055TU - BZ7Q4PA (Core 7 150U/ 24GB/ 512GB/ Windows 11 + Office),https://phongvu.vn/laptop-hp-omnibook-5-flip-14-fp0055tu-bz7q4pa--s251109456,29.390.000 ₫,,,,Core 7 150U,Intel Graphics,24GB,512GB,"14"" WUXGA/ IPS","CPU: Intel® Core™ 7 150U (1.8 GHz - 5.4 GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 24GB Onboard 5200MHz LPDDR5 (Không nâng cấp được)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, Màn hình chống lóa,
Khác: Bàn phím thường, FHD webcam, HP Audio Boost, Non-EVO
OS: Windows 11 Home SL + Office Home & Student 2024",
HP,Laptop HP 14 ep1179TU - C89ZSPA (Core 5 120U/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-hp-14-ep1179tu-c89zspa--s251109449,18.690.000 ₫,,,,Core 5 120U,Intel Graphics,16GB,512GB,"14"" Full HD","CPU: Intel® Core™ 5 120U (1.4 GHz - 5.0 GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 2 x 8GB 3200MHz DDR4
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" Full HD (1920 x 1080) Màn hình chống lóa,
Khác: Bàn phím thường, HD webcam, High Definition Audio, Non-EVO
OS: Windows 11 Home SL",
HP,Laptop HP 14 ep1178TU - C89ZRPA (Core 5 120U/ 16GB/ 1TB/ Windows 11),https://phongvu.vn/may-tinh-xach-tay-laptop-hp-14-ep1178tu-c89zrpa-core-5-120u-bac--s251103303,19.690.000 ₫,,,,Core 5 120U,Intel Graphics,16GB,1TB,"14"" Full HD","CPU: Intel® Core™ 5 120U (1.4 GHz - 5.0 GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 2 x 8GB 3200MHz DDR4
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" Full HD (1920 x 1080) Màn hình chống lóa,
Khác: Bàn phím thường, HD webcam, High Definition Audio, Non-EVO
OS: Windows 11 Home SL",
HP,Laptop HP 14 ep1137TU - C2CY8PA (Ultra 7-155H/ 16GB/ 1TB/ Windows 11),https://phongvu.vn/may-tinh-xach-tay-laptop-hp-14-ep1137tu-c2cy8pa-core-ultra-7-155h-bac--s251103286,22.890.000 ₫,,,,U7-155H,Intel Graphics,16GB,1TB,"14"" Full HD","CPU: Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz/ 24MB/ 16 nhân, 22 luồng)
RAM: 2 x 8GB 3200MHz DDR4
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" Full HD (1920 x 1080) Màn hình chống lóa,
Khác: Bàn phím thường, HD webcam, High Definition Audio, Non-EVO
OS: Windows 11 Home SL",
LENOVO,Laptop Lenovo ThinkPad X1 Carbon Gen 13 Aura Edition - 21NX0038VN (Ultra 5-225H/ 32GB/ 1TB/ Windows 11 Pro),https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-thinkpad-x1-carbon-gen-13-aura-edition-21nx0038vn-core-ultra-5-225h-den--s251102061,51.690.000 ₫,,,,U5-225H,Intel Graphics,32GB,1TB,"14"" WUXGA/ IPS/ 60Hz","CPU: Intel® Core™ Ultra 5-225H (2.5 GHz - 4.9 GHz/ 18MB/ 14 nhân, 14 luồng)
NPU: Intel® AI Boost 13 TOPS
RAM: 32GB Onboard 8400MHz LPDDR5x (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 500 nits, 100% sRGB
Khác: Bàn phím thường, FHD webcam, Dolby Atmos, Intel AI
OS: Windows 11 Pro",
MSI,Laptop Msi Modern 15 H C13M-216VN (i7-13700H/ 16GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-msi-modern-15-h-c13m-216vn--s251012454,21.990.000 ₫,,,,i7-13700H,Intel Graphics,16GB,1TB,"15.6"" Full HD/ IPS/ 60Hz","CPU: Intel® Core™ i7-13700H (2.4 GHz - 5.0 GHz/ 24MB/ 14 nhân, 20 luồng)
RAM: 2 x 8GB 3200MHz DDR4 (Hỗ trợ tối đa 64GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) IPS, 60Hz, Màn hình chống lóa, 45% NTSC
Khác: Bàn phím thường, HD webcam, Hi-Res Audio, Non-EVO
OS: Windows 11 Home SL",
MSI,Laptop Msi Modern 14 H D13MG-217VN (i7-13700H/ 16GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-msi-modern-14-h-d13mg-217vn--s251012446,21.490.000 ₫,,,,i7-13700H,Intel Graphics,16GB,1TB,"14"" WUXGA/ IPS/ 60Hz","CPU: Intel® Core™ i7-13700H (2.4 GHz - 5.0 GHz/ 24MB/ 14 nhân, 20 luồng)
RAM: 2 x 8GB 3200MHz DDR4 (Hỗ trợ tối đa 64GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 45% NTSC
Khác: Bàn phím thường, HD webcam, Hi-Res Audio, Non-EVO
OS: Windows 11 Home SL",
DELL,Laptop Dell Inspiron 5441 - N4O10441W1 (Snapdragon X1P 64 100/ 16GB/ 1TB/ Windows 11 + Office),https://phongvu.vn/laptop-dell-inspiron-5441-n4o10441w1--s251001979,29.890.000 ₫,30.390.000 ₫,-2%,500.000 ₫,Snap X1P64100,Adreno,16GB,1TB,"14"" WUXGA/ WVA","CPU: Snapdragon X1P 64 100 (3.4 GHz/ 12MB/ 10 nhân, 10 luồng)
NPU: Qualcomm® Hexagon™ NPU up to 45TOPS
RAM: 16GB Onboard 8448MHz LPDDR5x (Hỗ trợ tối đa 16GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) WVA,
Khác: Có phím Copilot, FHD webcam, Qualcomm Aqstic Audio, Snapdragon
OS: Windows 11 Home SL + Office Home & Student 2024",
HP,Laptop HP Omen 16-am0178TX - BX8Y4PA (Ultra 5-225H/ GeForce RTX™ 5060/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-hp-omen-16-am0178tx-bx8y4pa--s250902477?selectPromotionId=1506084,38.990.000 ₫,40.890.000 ₫,-5%,1.900.000 ₫,U5-225H,RTX 5060,16GB,512GB,"16.1"" WUXGA/ IPS/ 165Hz","CPU: Intel® Core™ Ultra 5-225H
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5060 8GB GDDR7
RAM: 2 x 8GB 5600MHz DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16.1"" WUXGA (1920 x 1200) IPS, 165Hz
OS: Windows 11 Home SL
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
HP,Laptop HP Omen 16-wf1139TX - A2NS1PA (i7-14700HX/ GeForce RTX™ 4060/ 32GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-hp-omen-16-wf1139tx-a2ns1pa--s250902471?selectPromotionId=1506086,55.990.000 ₫,58.990.000 ₫,-5%,3.000.000 ₫,i7-14700HX,RTX 4060,32GB,1TB,"16.1"" WQHD/ 240Hz","CPU: Intel® Core™ i7-14700HX (2.1 GHz - 5.5 GHz/ 33MB/ 20 nhân, 28 luồng)
VGA: GeForce RTX™ 4060 8GB GDDR6
RAM: 2 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16.1"" WQHD (2560 x 1440) 240Hz, Màn hình chống lóa, 300 nits, 100% sRGB
Khác: Bàn phím thường, FHD webcam, HP Audio Boost, Non-EVO
OS: Windows 11 Home",
HP,Laptop HP Omen 16-am0180TX - BX8Y6PA (Ultra 5-225H/ GeForce RTX™ 5050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-hp-omen-16-am0180tx-bx8y6pa--s250902467?selectPromotionId=1506087,35.990.000 ₫,37.890.000 ₫,-5%,1.900.000 ₫,U5-225H,RTX 5050,16GB,512GB,"16.1"" WUXGA/ IPS/ 165Hz","CPU: Intel® Core™ Ultra 5-225H
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5050 8GB GDDR7
RAM: 2 x 8GB 5600MHz DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16.1"" WUXGA (1920 x 1200) IPS, 165Hz
OS: Windows 11 Home SL
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
ACER,Laptop Acer Gaming Predator Helios Neo 16 AI PHN16-73-98S4 (Ultra 9-275HX/ GeForce RTX™ 5060/ 32GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-acer-gaming-predator-helios-neo-16-ai-phn16-73-98s4--s250900514?selectPromotionId=1505980,58.890.000 ₫,61.990.000 ₫,-5%,3.100.000 ₫,U9-275HX,RTX 5060,32GB,1TB,"16"" WQXGA/ IPS/ 240Hz","CPU: Intel® Core™ Ultra 9-275HX
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs
RAM: 1 x 32GB 6400MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" WQXGA (2560 x 1600) IPS, 240Hz
OS: Windows 11 Home SL
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
ASUS,Laptop Asus ROG Strix G18 G815LW-S9164W (Ultra 9 275HX/ GeForce RTX™ 5080/ 32GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-asus-rog-strix-g18-g815lw-s9164w--s250809212?selectPromotionId=1343451,73.890.000 ₫,78.490.000 ₫,-6%,4.600.000 ₫,U9-275HX,RTX 5080,32GB,1TB,"18"" WQXGA/ IPS/ 240Hz","CPU: Intel® Core™ Ultra 9-275HX
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5080 16GB GDDR7
RAM: 1 x 32GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 18"" WQXGA (2560 x 1600) IPS, 240Hz
OS: Windows 11 Home
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
MSI,Laptop Msi Cyborg 15 B2RWFKG-048VN (Core 7 240H/ GeForce RTX™ 5060/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-msi-cyborg-15-b2rwfkg-048vn--s250809053?selectPromotionId=1526353,33.590.000 ₫,36.290.000 ₫,-7%,2.700.000 ₫,Core 7 240H,RTX 5060,16GB,512GB,"15.6"" Full HD/ IPS/ 144Hz","CPU: Intel® Core™ 7 240H (2.5 GHz - 5.2 GHz/ 24MB/ 10 nhân, 16 luồng)
VGA: GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs
RAM: 2 x 8GB 5200MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) IPS, 144Hz, Màn hình chống lóa,
Khác: Có phím Copilot, HD webcam, High Definition Audio, Non-EVO
OS: Windows 11 Home SL",
MSI,Laptop Msi Cyborg 15 B2RWFKG-047VN (Core 5 210H/ GeForce RTX™ 5060/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-msi-cyborg-15-b2rwfkg-047vn--s250809052?selectPromotionId=1526352,31.690.000 ₫,34.290.000 ₫,-8%,2.600.000 ₫,Core 5 210H,RTX 5060,16GB,512GB,"15.6"" Full HD/ IPS/ 144Hz","CPU: Intel® Core™ 5 210H (2.2 GHz - 4.8 GHz/ 12MB/ 8 nhân, 12 luồng)
VGA: GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs
RAM: 2 x 8GB 5200MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) IPS, 144Hz, Màn hình chống lóa,
Khác: Có phím Copilot, HD webcam, High Definition Audio, Non-EVO
OS: Windows 11 Home SL",
LENOVO,Laptop Lenovo Legion 7 16IAX10 - 83KY001VVN (Ultra 9-275HX/ GeForce RTX™ 5070/ 32GB/ 1TB/ Windows 11 + Office),https://phongvu.vn/laptop-lenovo-legion-7-16iax10-83ky001vvn--s250808765,70.990.000 ₫,,,,U9-275HX,RTX 5070,32GB,1TB,"16"" WQXGA/ OLED/ 240Hz","CPU: Intel Core Ultra 9-275HX
NPU: Intel AI Boost 13 TOPS
VGA: GeForce RTX 5070 8GB GDDR7, 798 AI TOPs
RAM: 2 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" WQXGA (2560 x 1600) OLED, 240Hz
OS: Windows 11 + Office 2024
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
LENOVO,Laptop Lenovo Ideapad Slim 3 16ARP10 - 83K80016VN (Ryzen 5 7533HS/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-lenovo-ideapad-slim-3-16arp10-83k80016vn--s250807860,15.990.000 ₫,,,,R5 7533HS,AMD Radeon,16GB,512GB,"16"" WUXGA/ IPS/ 60Hz","CPU: AMD Ryzen™ 5 7533HS (3.3 GHz - 4.4GHz/ 16MB/ 6 nhân, 12 luồng)
RAM: 16GB (8GB + 8GB Onboard) 4800MHz DDR5 (Hỗ trợ tối đa 24GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Có phím Copilot, HD webcam, Dolby Audio, Non-EVO
OS: Windows 11 Home SL",
ASUS,Laptop Asus ROG Strix G18 G815LR-S9088W (Ultra 9 275HX/ GeForce RTX™ 5070Ti/ 32GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-asus-rog-strix-g18-g815lr-s9088w--s250803795,52.090.000 ₫,,,,U9-275HX,RTX 5070Ti,32GB,1TB,"18"" WQXGA/ IPS/ 240Hz","CPU: Intel Core Ultra 9-275HX
NPU: Intel AI Boost 13 TOPS
VGA: GeForce RTX 5070Ti 12GB GDDR7
RAM: 1 x 32GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 18"" WQXGA (2560 x 1600) IPS, 240Hz
OS: Windows 11 Home
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
ASUS,Laptop Asus ROG Strix G18 G815JPR-S9057W (i9-14900HX/ GeForce RTX™ 5070/ 32GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-asus-rog-strix-g18-g815jpr-s9057w--s250803793,55.990.000 ₫,,,,i9-14900HX,RTX 5070,32GB,1TB,"18"" WQXGA/ IPS/ 240Hz","CPU: Intel® Core™ i9-14900HX (2.2 GHz - 5.8 GHz/ 36MB/ 24 nhân, 32 luồng)
VGA: GeForce RTX™ 5070 8GB GDDR7, 798 AI TOPs
RAM: 2 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 18"" WQXGA (2560 x 1600) IPS, 240Hz, Màn hình chống lóa, 500 nits, G-Sync, 100% DCI-P3
Khác: Bàn phím gaming RGB Per-Key với phím Copilot, FHD webcam, Dolby Atmos, Non-EVO
OS: Windows 11 Home",
ASUS,Laptop Asus Vivobook 14 X1405VA-LY624W (i7-13620H/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-asus-vivobook-14-x1405va-ly624w--s250803207,18.490.000 ₫,,,,i7-13620H,Intel Graphics,16GB,512GB,"14"" WUXGA/ IPS/ 60Hz","CPU: Intel® Core™ i7-13620H (2.4 GHz - 4.9GHz/ 24MB/ 10 nhân, 16 luồng)
RAM: 16GB (8GB + 8GB Onboard) DDR4 (Hỗ trợ tối đa 16GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím Chiclet, HD webcam, SonicMaster, Non-EVO
OS: Windows 11 Home",
ASUS,Laptop Asus Vivobook S16 S3607VA-RP056WS (i7-13620H/ 16GB/ 512GB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-asus-vivobook-s16-s3607va-rp056ws--s250803198?selectPromotionId=1499566,21.490.000 ₫,23.990.000 ₫,-10%,2.500.000 ₫,i7-13620H,Intel Graphics,16GB,512GB,"16"" WUXGA/ IPS/ 144Hz","CPU: Intel® Core™ i7-13620H (2.4 GHz - 4.9GHz/ 24MB/ 10 nhân, 16 luồng)
RAM: 16GB (8GB + 8GB Onboard) DDR5
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, 144Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, Non-EVO
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic 1 year Free Onedrive",
ACER,Laptop Acer Gaming Nitro V ProPanel ANV15-41-R0Y4 (Ryzen 7 7735HS/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-acer-gaming-nitro-v-propanel-anv15-41-r0y4--s250800208,26.990.000 ₫,,,,R7 7735HS,RTX 4050,16GB,512GB,"15.6"" Full HD/ IPS/ 180Hz","CPU: AMD Ryzen™ 7 7735HS (3.2 GHz - 4.75 GHz/ 16MB/ 8 nhân, 16 luồng)
VGA: GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs
RAM: 1 x 16GB 4800MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) IPS, 180Hz, 300 nits, Acer ComfyView, 100% sRGB
Khác: Bàn phím thường, HD webcam, Acer TrueHarmony Technology, AMD
OS: Windows 11 Home SL",
ASUS,Laptop Asus ExpertBook P1 P1403CVA-S61261W (i7-13620H/ 16GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-asus-expertbook-p1-p1403cva-s61261w--s250719893,18.990.000 ₫,19.590.000 ₫,-3%,600.000 ₫,i7-13620H,Intel Graphics,16GB,1TB,"14"" Full HD/ IPS/ 60Hz","CPU: Intel® Core™ i7-13620H (2.4 GHz - 4.9 GHz/ 24MB/ 10 nhân, 16 luồng)
RAM: 1 x 16GB DDR5
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" Full HD (1920 x 1080) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Non-EVO
OS: Windows 11 Home",
HP,Laptop HP Omen 16-am0129TX - BX9D1PA (Ultra 7-255H/ GeForce RTX™ 5070/ 32GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-hp-omen-16-am0129tx-bx9d1pa--s250719840,48.890.000 ₫,,,,U7-255H,RTX 5070,32GB,512GB,"16"" WUXGA/ IPS/ 165Hz","CPU: Intel® Core™ Ultra 7-255H
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5070 8GB GDDR7, 798 AI TOPs
RAM: 2 x 16GB 5600MHz DDR5
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, 165Hz
OS: Windows 11 Home SL
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
HP,Laptop HP OmniBook Ultra Flip X360 14-fh0095TU - BZ7S2PA (Ultra 9-288V/ 32GB/ 1TB/ Windows 11 + Office),https://phongvu.vn/laptop-hp-omnibook-ultra-flip-x360-14-fh0095tu-bz7s2pa--s250719823,53.190.000 ₫,55.890.000 ₫,-5%,2.700.000 ₫,U9-288V,Intel Graphics,32GB,1TB,"14"" 2.8K/ OLED/ 120Hz","CPU: Intel® Core™ Ultra 9-288V (3.3 GHz - 5.1 GHz/ 12MB/ 8 nhân, 8 luồng)
NPU: Intel® AI Boost 48 TOPS (Total up to 120 TOPs)
RAM: 32GB Onboard 8533MHz LPDDR5x (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" 2.8K (2880 x 1800) OLED, 120Hz,
Khác: Bàn phím thường, HD webcam, Audio by Poly Studio, Intel AI
OS: Windows 11 Home SL + Office Home & Student 2024",
MSI,Laptop Msi Katana B14WFK-025VN (i7-14650HX/ GeForce RTX™ 5060/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-msi-katana-b14wfk-025vn--s250716135?selectPromotionId=1526243,33.990.000 ₫,39.190.000 ₫,-13%,5.200.000 ₫,i7-14650HX,RTX 5060,16GB,512GB,"15.6"" WQXGA/ IPS/ 165Hz","CPU: Intel® Core™ i7-14650HX (2.2 GHz - 5.2 GHz/ 30MB/ 16 nhân, 24 luồng)
VGA: GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs
RAM: 2 x 8GB 5600MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" WQXGA (2560 x 1440) IPS, 165Hz, Màn hình chống lóa, 100% DCI-P3
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Nahimic, Hi-Res Audio, Non-EVO
OS: Windows 11 Home",
ASUS,Laptop Asus ExpertBook P1 P1503CVA-i516-50W (Core i5-13420H/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-asus-expertbook-p1-p1503cva-i516-50w--s250716119,15.290.000 ₫,,,,i5-13420H,Intel Graphics,16GB,512GB,"15.6"" Full HD/ IPS/ 60Hz","CPU: Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz/ 12MB/ 8 nhân, 12 luồng)
RAM: 1 x 16GB DDR5
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Non-EVO
OS: Windows 11 Home",
MSI,Laptop Msi Prestige 16 AI+ Mercedes AMG B2VMG-088VN (Ultra 9-288V/ 32GB/ 2TB/ Windows 11),https://phongvu.vn/laptop-msi-prestige-16-ai-mercedes-amg-b2vmg-088vn--s250714937,49.990.000 ₫,,,,U9-288V,Intel Graphics,32GB,2TB,"16"" WQUXGA/ OLED/ 60Hz","CPU: Intel® Core™ Ultra 9-288V (3.3 GHz - 5.1 GHz/ 12MB/ 8 nhân, 8 luồng)
NPU: Intel® AI Boost 48 TOPS (Total up to 120 TOPs)
RAM: 32GB Onboard 8533MHz LPDDR5x (Hỗ trợ tối đa 32GB)
Ổ cứng: 2TB SSD M.2 NVMe
Màn hình: 16"" WQUXGA (3840 x 2400) OLED, 60Hz,
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Copilot+ PC
OS: Windows 11 Home",
MSI,Laptop Msi Stealth A16 Mercedes AMG AI+ A3XWGG-032VN (Ryzen AI 9 HX 370/ GeForce RTX™ 5070/ 32GB/ 2TB/ Windows 11),https://phongvu.vn/laptop-msi-stealth-a16-mercedes-amg-ai-a3xwgg-032vn--s250714938,78.490.000 ₫,,,,R9 370,RTX 5070,32GB,2TB,"16"" WQXGA/ OLED/ 240Hz","CPU: AMD Ryzen AI 9 HX 370 (5.1 GHz/ 24MB/ 12 nhân, 24 luồng)
NPU: AMD XDNA™ lên đến 50TOPs
VGA: GeForce RTX™ 5070 8GB GDDR7, 798 AI TOPs
RAM: 2 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 2TB SSD M.2 NVMe
Màn hình: 16"" WQXGA (2560 x 1600) OLED, 240Hz, 600 nits, 100% DCI-P3
Khác: Bàn phím gaming RGB Per-Key của SteelSeries với phím Copilot, FHD webcam, Nahimic, Hi-Res Audio, Copilot+ PC
OS: Windows 11 Home SEA",
ASUS,Laptop Asus ROG Strix SCAR 16 G635LX-RW192W (Ultra 9 275HX/ GeForce RTX™ 5090/ 64GB/ 2TB/ Windows 11),https://phongvu.vn/laptop-asus-rog-strix-scar-16-g635lx-rw192w--s250712450?selectPromotionId=1343450,116.490.000 ₫,123.790.000 ₫,-6%,7.300.000 ₫,U9-275HX,RTX 5090,64GB,2TB,"16"" WQXGA/ Mini LED/ 240Hz","CPU: Intel® Core™ Ultra 9-275HX
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5090 24GB GDDR7, 1824 AI TOPS
RAM: 2 x 32GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 2TB SSD M.2 NVMe
Màn hình: 16"" WQXGA (2560 x 1600) Mini LED, 240Hz
OS: Windows 11 Home
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
MSI,Laptop Msi Katana 15 HX B14WGK-023VN (i7-14650HX/ GeForce RTX™ 5070/ 16GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-msi-katana-15-hx-b14wgk-023vn--s250711959?selectPromotionId=1334966,42.490.000 ₫,44.990.000 ₫,-6%,2.500.000 ₫,i7-14650HX,RTX 5070,16GB,1TB,"15.6"" WQXGA/ IPS/ 165Hz","CPU: Intel® Core™ i7-14650HX (2.2 GHz - 5.2 GHz/ 30MB/ 16 nhân, 24 luồng)
VGA: GeForce RTX™ 5070 8GB GDDR7, 798 AI TOPs
RAM: 2 x 8GB 5600MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 15.6"" WQXGA (2560 x 1440) IPS, 165Hz, Màn hình chống lóa, 100% DCI-P3
Khác: 24-Zone RGB Gaming Keyboard with Copilot Key, HD webcam, Non-EVO
OS: Windows 11 Home",
MSI,Laptop Msi Katana 15 HX B14WGK-022VN (i9-14900HX/ GeForce RTX™ 5070/ 32GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-msi-katana-15-hx-b14wgk-022vn--s250711952?selectPromotionId=1334965,45.990.000 ₫,48.990.000 ₫,-6%,3.000.000 ₫,i9-14900HX,RTX 5070,32GB,1TB,"15.6"" WQXGA/ IPS/ 165Hz","CPU: Intel® Core™ i9-14900HX (2.2 GHz - 5.8 GHz/ 36MB/ 24 nhân, 32 luồng)
VGA: GeForce RTX™ 5070 8GB GDDR7, 798 AI TOPs
RAM: 2 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 15.6"" WQXGA (2560 x 1440) IPS, 165Hz, Màn hình chống lóa, 100% DCI-P3
Khác: 24-Zone RGB Gaming Keyboard with Copilot Key, HD webcam, Non-EVO
OS: Windows 11 Home",
